Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-07-22,2021,7,22,,11.8,,8.8,,10.3,,7.7,,0.0,,1.0,,0.0,,1.0,,,,,,,M
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-07-23,2021,7,23,,16.3,,10.4,,13.4,,4.6,,0.0,,0.8,,0.0,,0.8,,,,34.0,,53.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-07-24,2021,7,24,,20.7,,11.8,,16.3,,1.7,,0.0,,0.0,T,0.0,,0.0,T,,,26.0,,46.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-07-25,2021,7,25,,16.5,,11.5,,14.0,,4.0,,0.0,,0.0,T,0.0,,0.0,T,,,36.0,,43.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-07-26,2021,7,26,,19.1,,11.0,,15.1,,2.9,,0.0,,0.2,,0.0,,0.2,,,,27.0,,32.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-07-27,2021,7,27,,22.1,,12.4,,17.3,,0.7,,0.0,,11.4,,0.0,,11.4,,,,21.0,,66.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-07-28,2021,7,28,,25.0,,18.0,,21.5,,0.0,,3.5,,0.0,,0.0,,0.0,,,,25.0,,41.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-07-29,2021,7,29,,21.9,,12.2,,17.1,,0.9,,0.0,,0.0,,0.0,,0.0,,,,27.0,,47.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-07-30,2021,7,30,,22.5,,12.0,,17.3,,0.7,,0.0,,13.2,,0.0,,13.2,,,,20.0,,64.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-07-31,2021,7,31,,22.8,,14.3,,18.6,,0.0,,0.6,,8.8,,0.0,,8.8,,,,27.0,,68.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-01,2021,8,1,,22.7,,13.4,,18.1,,0.0,,0.1,,0.0,,0.0,,0.0,,,,26.0,,58.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-02,2021,8,2,,24.3,,12.6,,18.5,,0.0,,0.5,,1.2,,0.0,,1.2,,,,16.0,,51.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-03,2021,8,3,,21.6,,12.7,,17.2,,0.8,,0.0,,0.0,T,0.0,,0.0,T,,,29.0,,75.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-04,2021,8,4,,23.7,,14.0,,18.9,,0.0,,0.9,,0.0,,0.0,,0.0,,,,26.0,,66.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-05,2021,8,5,,24.3,,12.9,,18.6,,0.0,,0.6,,0.0,,0.0,,0.0,,,,28.0,,44.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-06,2021,8,6,,27.1,,18.3,,22.7,,0.0,,4.7,,0.0,,0.0,,0.0,,,,27.0,,67.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-07,2021,8,7,,26.2,,17.8,,22.0,,0.0,,4.0,,4.6,,0.0,,4.6,,,,26.0,,73.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-08,2021,8,8,,25.1,,10.4,,17.8,,0.2,,0.0,,6.0,,0.0,,6.0,,,,24.0,,58.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-09,2021,8,9,,17.8,,8.1,,13.0,,5.0,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-10,2021,8,10,,21.9,,7.7,,14.8,,3.2,,0.0,,0.0,,0.0,,0.0,,,,28.0,,41.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-11,2021,8,11,,23.8,,13.2,,18.5,,0.0,,0.5,,0.6,,0.0,,0.6,,,,27.0,,43.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-12,2021,8,12,,17.2,,12.8,,15.0,,3.0,,0.0,,0.0,T,0.0,,0.0,T,,,9.0,,35.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-13,2021,8,13,,21.0,,14.0,,17.5,,0.5,,0.0,,0.8,,0.0,,0.8,,,,21.0,,37.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-14,2021,8,14,,25.0,,17.3,,21.2,,0.0,,3.2,,0.0,,0.0,,0.0,,,,,M,,M
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-15,2021,8,15,,28.3,,18.7,,23.5,,0.0,,5.5,,0.0,T,0.0,,0.0,T,,,26.0,,36.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-16,2021,8,16,,25.4,,11.3,,18.4,,0.0,,0.4,,0.2,,0.0,,0.2,,,,1.0,,49.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-17,2021,8,17,,23.4,,13.0,,18.2,,0.0,,0.2,,0.0,,0.0,,0.0,,,,28.0,,55.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-18,2021,8,18,,28.0,,16.9,,22.5,,0.0,,4.5,,0.0,,0.0,,0.0,,,,28.0,,49.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-19,2021,8,19,,27.3,,16.5,,21.9,,0.0,,3.9,,0.0,,0.0,,0.0,,,,27.0,,59.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-20,2021,8,20,,19.9,,11.6,,15.8,,2.2,,0.0,,18.6,,0.0,,18.6,,,,29.0,,48.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-21,2021,8,21,,16.7,,8.4,,12.6,,5.4,,0.0,,0.4,,0.0,,0.4,,,,7.0,,34.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-22,2021,8,22,,14.8,,7.6,,11.2,,6.8,,0.0,,0.8,,0.0,,0.8,,,,34.0,,48.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-23,2021,8,23,,20.7,,7.7,,14.2,,3.8,,0.0,,0.2,,0.0,,0.2,,,,27.0,,52.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-24,2021,8,24,,24.9,,15.4,,20.2,,0.0,,2.2,,11.0,,0.0,,11.0,,,,22.0,,59.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-25,2021,8,25,,24.5,,11.5,,18.0,,0.0,,0.0,,0.0,T,0.0,,0.0,T,,,26.0,,60.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-26,2021,8,26,,16.7,,10.6,,13.7,,4.3,,0.0,,0.0,,0.0,,0.0,,,,20.0,,33.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-27,2021,8,27,,19.3,,11.1,,15.2,,2.8,,0.0,,0.0,T,0.0,,0.0,T,,,20.0,,61.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-28,2021,8,28,,16.6,,10.3,,13.5,,4.5,,0.0,,1.8,,0.0,,1.8,,,,36.0,,62.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-29,2021,8,29,,15.2,,10.0,,12.6,,5.4,,0.0,,0.8,,0.0,,0.8,,,,34.0,,73.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-30,2021,8,30,,15.7,,7.4,,11.6,,6.4,,0.0,,0.0,T,0.0,,0.0,T,,,34.0,,52.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-08-31,2021,8,31,,13.9,,8.0,,11.0,,7.0,,0.0,,3.8,,0.0,,3.8,,,,15.0,,39.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-01,2021,9,1,,16.7,,10.7,,13.7,,4.3,,0.0,,0.6,,0.0,,0.6,,,,,M,,M
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-02,2021,9,2,,19.8,,11.9,,15.9,,2.1,,0.0,,0.6,,0.0,,0.6,,,,17.0,,33.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-03,2021,9,3,,,M,,M,,M,,M,,M,8.0,,0.0,,8.0,,,,20.0,,50.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-04,2021,9,4,,20.7,,13.3,,17.0,,1.0,,0.0,,0.8,,0.0,,0.8,,,,25.0,,45.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-05,2021,9,5,,18.4,,8.9,,13.7,,4.3,,0.0,,1.4,,0.0,,1.4,,,,1.0,,44.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-06,2021,9,6,,13.9,,8.8,,11.4,,6.6,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-07,2021,9,7,,16.6,,11.1,,13.9,,4.1,,0.0,,2.2,,0.0,,2.2,,,,20.0,,62.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-08,2021,9,8,,21.6,,10.2,,15.9,,2.1,,0.0,,0.0,,0.0,,0.0,,,,30.0,,60.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-09,2021,9,9,,21.4,,9.7,,15.6,,2.4,,0.0,,0.0,,0.0,,0.0,,,,18.0,,33.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-10,2021,9,10,,24.4,,12.1,,18.3,,0.0,,0.3,,20.4,,0.0,,20.4,,,,17.0,,145.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-11,2021,9,11,,20.4,,12.6,,16.5,,1.5,,0.0,,0.6,,0.0,,0.6,,,,25.0,,128.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-12,2021,9,12,,20.5,,11.3,,15.9,,2.1,,0.0,,0.0,,0.0,,0.0,,,,22.0,,44.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-13,2021,9,13,,21.1,,11.8,,16.5,,1.5,,0.0,,0.0,T,0.0,,0.0,T,,,26.0,,61.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-14,2021,9,14,,20.2,,7.3,,13.8,,4.2,,0.0,,0.4,,0.0,,0.4,,,,28.0,,47.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-15,2021,9,15,,12.6,,6.2,,9.4,,8.6,,0.0,,0.8,,0.0,,0.8,,,,33.0,,39.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-16,2021,9,16,,19.6,,9.4,,14.5,,3.5,,0.0,,1.2,,0.0,,1.2,,,,23.0,,69.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-17,2021,9,17,,20.5,,9.2,,14.9,,3.1,,0.0,,0.0,,0.0,,0.0,,,,28.0,,44.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-18,2021,9,18,,21.9,,9.9,,15.9,,2.1,,0.0,,0.0,,0.0,,0.0,,,,27.0,,55.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-19,2021,9,19,,19.7,,10.3,,15.0,,3.0,,0.0,,49.6,,0.0,,49.6,,,,4.0,,75.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-20,2021,9,20,,10.5,,2.7,,6.6,,11.4,,0.0,,1.4,,0.0,,1.4,,,,3.0,,84.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-21,2021,9,21,,16.9,,2.5,,9.7,,8.3,,0.0,,0.0,,0.0,,0.0,,,,28.0,,45.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-22,2021,9,22,,23.4,,11.7,,17.6,,0.4,,0.0,,0.0,,0.0,,0.0,,,,28.0,,47.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-23,2021,9,23,,21.6,,9.6,,15.6,,2.4,,0.0,,0.2,,0.0,,0.2,,,,30.0,,38.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-24,2021,9,24,,12.1,,5.3,,8.7,,9.3,,0.0,,0.4,,0.0,,0.4,,,,4.0,,45.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-25,2021,9,25,,13.0,,2.1,,7.6,,10.4,,0.0,,0.0,,0.0,,0.0,,,,21.0,,32.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-26,2021,9,26,,17.1,,7.3,,12.2,,5.8,,0.0,,0.0,T,0.0,,0.0,T,,,22.0,,40.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-27,2021,9,27,,20.4,,11.0,,15.7,,2.3,,0.0,,8.6,,0.0,,8.6,,,,20.0,,58.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-28,2021,9,28,,19.9,,10.6,,15.3,,2.7,,0.0,,0.2,,0.0,,0.2,,,,23.0,,57.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-29,2021,9,29,,21.4,,12.6,,17.0,,1.0,,0.0,,5.6,,0.0,,5.6,,,,24.0,,40.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-09-30,2021,9,30,,16.5,,12.0,,14.3,,3.7,,0.0,,6.8,,0.0,,6.8,,,,,M,,M
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-01,2021,10,1,,16.7,,11.9,,14.3,,3.7,,0.0,,23.8,,0.0,,23.8,,,,27.0,,40.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-02,2021,10,2,,17.8,,10.3,,14.1,,3.9,,0.0,,0.4,,0.0,,0.4,,,,28.0,,39.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-03,2021,10,3,,16.3,,9.7,,13.0,,5.0,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-04,2021,10,4,,9.7,,5.4,,7.6,,10.4,,0.0,,4.8,,0.0,,4.8,,,,32.0,,51.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-05,2021,10,5,,9.8,,4.0,,6.9,,11.1,,0.0,,1.8,,0.0,,1.8,,,,34.0,,67.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-06,2021,10,6,,17.2,,5.2,,11.2,,6.8,,0.0,,0.0,,0.0,,0.0,,,,27.0,,49.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-07,2021,10,7,,13.9,,6.4,,10.2,,7.8,,0.0,,1.2,,0.0,,1.2,,,,33.0,,40.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-08,2021,10,8,,6.9,,4.8,,5.9,,12.1,,0.0,,21.8,,0.0,,21.8,,,,36.0,,101.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-09,2021,10,9,,7.9,,4.2,,6.1,,11.9,,0.0,,3.6,,0.0,,3.6,,,,35.0,,104.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-10,2021,10,10,,7.3,,4.2,,5.8,,12.2,,0.0,,0.0,T,0.0,,0.0,T,,,34.0,,70.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-11,2021,10,11,,10.3,,3.5,,6.9,,11.1,,0.0,,0.0,,0.0,,0.0,,,,32.0,,45.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-12,2021,10,12,,8.2,,4.3,,6.3,,11.7,,0.0,,1.8,,0.0,,1.8,,,,35.0,,51.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-13,2021,10,13,,8.3,,5.1,,6.7,,11.3,,0.0,,2.4,,0.0,,2.4,,,,35.0,,49.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-14,2021,10,14,,8.1,,4.9,,6.5,,11.5,,0.0,,7.8,,0.0,,7.8,,,,34.0,,79.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-15,2021,10,15,,8.3,,6.7,,7.5,,10.5,,0.0,,14.0,,0.0,,14.0,,,,35.0,,87.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-16,2021,10,16,,8.0,,5.1,,6.6,,11.4,,0.0,,7.8,,0.0,,7.8,,,,35.0,,65.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-17,2021,10,17,,5.7,,3.4,,4.6,,13.4,,0.0,,0.6,,0.0,,0.6,,,,35.0,,47.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-18,2021,10,18,,8.8,,3.6,,6.2,,11.8,,0.0,,9.6,,0.0,,9.6,,,,15.0,,46.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-19,2021,10,19,,14.6,,7.1,,10.9,,7.1,,0.0,,1.6,,0.0,,1.6,,,,17.0,,53.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-20,2021,10,20,,9.4,,7.3,,8.4,,9.6,,0.0,,8.0,,0.0,,8.0,,,,29.0,,52.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-21,2021,10,21,,11.2,,3.8,,7.5,,10.5,,0.0,,3.0,,0.0,,3.0,,,,29.0,,68.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-22,2021,10,22,,13.2,,2.5,,7.9,,10.1,,0.0,,0.0,,0.0,,0.0,,,,29.0,,44.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-23,2021,10,23,,17.6,,10.3,,14.0,,4.0,,0.0,,3.2,,0.0,,3.2,,,,27.0,,47.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-24,2021,10,24,,17.4,,8.9,,13.2,,4.8,,0.0,,6.4,,0.0,,6.4,,,,27.0,,78.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-25,2021,10,25,,9.2,,2.7,,6.0,,12.0,,0.0,,6.6,,0.0,,6.6,,,,35.0,,84.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-26,2021,10,26,,5.8,,1.2,,3.5,,14.5,,0.0,,0.2,,0.0,,0.2,,,,33.0,,41.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-27,2021,10,27,,6.2,,-1.1,,2.6,,15.4,,0.0,,0.4,,0.0,T,0.4,,,,4.0,,40.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-28,2021,10,28,,3.4,,2.0,,2.7,,15.3,,0.0,,0.0,T,0.0,,0.0,T,,,8.0,,46.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-29,2021,10,29,,4.5,,2.2,,3.4,,14.6,,0.0,,0.8,,0.0,,0.8,,,,7.0,,50.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-30,2021,10,30,,11.2,,-2.4,,4.4,,13.6,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-10-31,2021,10,31,,,M,,M,,M,,M,,M,0.0,T,0.0,,0.0,T,,,16.0,,46.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-01,2021,11,1,,10.9,,6.6,,8.8,,9.2,,0.0,,1.3,,0.0,,1.3,,,,17.0,,55.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-02,2021,11,2,,13.2,,2.0,,7.6,,10.4,,0.0,,0.0,,0.0,,0.0,,,,28.0,,53.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-03,2021,11,3,,10.9,,1.5,,6.2,,11.8,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-04,2021,11,4,,10.3,,0.4,,5.4,,12.6,,0.0,,0.0,,0.0,,0.0,,,,27.0,,72.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-05,2021,11,5,,5.3,,-0.6,,2.4,,15.6,,0.0,,3.2,,18.4,,18.4,,18.0,E,5.0,,39.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-06,2021,11,6,,4.2,,0.0,,2.1,,15.9,,0.0,,0.0,,0.0,T,0.0,T,18.0,,34.0,,51.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-07,2021,11,7,,9.6,,3.7,,6.7,,11.3,,0.0,,0.0,,0.0,,0.0,,2.0,,26.0,,61.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-08,2021,11,8,,10.9,,3.0,,7.0,,11.0,,0.0,,0.0,,0.0,,0.0,,,,26.0,,44.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-09,2021,11,9,,9.1,,1.9,,5.5,,12.5,,0.0,,0.0,,0.0,,0.0,,,,27.0,,42.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-10,2021,11,10,,9.0,,3.7,,6.4,,11.6,,0.0,,0.0,,0.0,,0.0,,,,31.0,,51.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-11,2021,11,11,,5.0,,1.5,,3.3,,14.7,,0.0,,11.6,,0.0,,11.6,,,,35.0,,88.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-12,2021,11,12,,2.8,,-3.2,,-0.2,,18.2,,0.0,,0.0,T,0.0,,0.0,T,,,35.0,,76.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-13,2021,11,13,,12.2,,-3.6,,4.3,,13.7,,0.0,,9.4,,0.0,,9.4,,,,22.0,,82.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-14,2021,11,14,,14.1,,6.7,,10.4,,7.6,,0.0,,20.7,,0.0,,20.7,,,,21.0,,96.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-15,2021,11,15,,7.0,,3.0,,5.0,,13.0,,0.0,,9.8,,0.0,,9.8,,,,16.0,,67.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-16,2021,11,16,,10.2,,2.6,,6.4,,11.6,,0.0,,13.2,,0.0,,13.2,,,,24.0,,77.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-17,2021,11,17,,5.2,,-0.4,,2.4,,15.6,,0.0,,1.8,,0.0,T,1.8,,0.0,T,25.0,,59.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-18,2021,11,18,,1.8,,-3.0,,-0.6,,18.6,,0.0,,0.0,,0.0,,0.0,,0.0,T,33.0,,46.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-19,2021,11,19,,10.0,,0.6,,5.3,,12.7,,0.0,,5.0,,0.0,,5.0,,,,21.0,,89.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-20,2021,11,20,,10.5,,-0.2,,5.2,,12.8,,0.0,,19.3,,0.0,T,19.3,,0.0,T,20.0,,89.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-21,2021,11,21,,1.2,,-5.2,,-2.0,,20.0,,0.0,,0.0,,0.0,,0.0,,0.0,T,33.0,,37.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-22,2021,11,22,,5.8,,-4.6,,0.6,,17.4,,0.0,,0.0,,0.0,,0.0,,,,17.0,,40.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-23,2021,11,23,,5.8,,0.8,,3.3,,14.7,,0.0,,1.0,,0.0,,1.0,,,,17.0,,76.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-24,2021,11,24,,8.1,,5.6,,6.9,,11.1,,0.0,,4.2,,0.0,,4.2,,,,16.0,,59.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-25,2021,11,25,,9.1,,7.5,,8.3,,9.7,,0.0,,30.2,,0.0,,30.2,,,,14.0,,71.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-26,2021,11,26,,10.7,,5.1,,7.9,,10.1,,0.0,,8.6,,0.0,,8.6,,,,15.0,,46.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-27,2021,11,27,,12.3,,5.5,,8.9,,9.1,,0.0,,11.0,,0.0,,11.0,,,,19.0,,65.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-28,2021,11,28,,10.8,,4.6,,7.7,,10.3,,0.0,,0.0,,0.0,,0.0,,,,23.0,,55.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-29,2021,11,29,,9.0,,3.1,,6.1,,11.9,,0.0,,0.0,T,0.0,,0.0,T,,,16.0,,55.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-11-30,2021,11,30,,12.2,,2.7,,7.5,,10.5,,0.0,,26.4,,0.0,,26.4,,,,27.0,,100.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-12-01,2021,12,1,,5.2,,1.2,,3.2,,14.8,,0.0,,0.0,,0.0,,0.0,,,,26.0,,60.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-12-02,2021,12,2,,,M,,M,,M,,M,,M,0.8,,0.0,,0.8,,,,18.0,,57.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-12-03,2021,12,3,,11.3,,3.6,,7.5,,10.5,,0.0,,27.6,,0.0,,27.6,,,,20.0,,95.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-12-04,2021,12,4,,3.7,,-3.1,,0.3,,17.7,,0.0,,1.4,,0.0,T,1.4,,,,29.0,,86.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-12-05,2021,12,5,,2.2,,-4.5,,-1.2,,19.2,,0.0,,0.2,,1.2,,1.0,,0.0,T,32.0,,51.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-12-06,2021,12,6,,3.5,,-4.3,,-0.4,,18.4,,0.0,,0.0,,0.0,,0.0,,1.0,,19.0,,68.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-12-07,2021,12,7,,15.2,,0.1,,7.7,,10.3,,0.0,,4.8,,0.0,,4.8,,,,24.0,,103.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-12-08,2021,12,8,,1.4,,-2.4,,-0.5,,18.5,,0.0,,0.0,,0.0,,0.0,,,,29.0,,44.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-12-09,2021,12,9,,2.3,,-3.5,,-0.6,,18.6,,0.0,,12.0,,17.8,,29.4,,5.0,,34.0,,119.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-12-10,2021,12,10,,-3.3,,-9.5,,-6.4,,24.4,,0.0,,0.0,,0.0,,0.0,,9.0,,31.0,,69.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-12-11,2021,12,11,,2.7,,-8.7,,-3.0,,21.0,,0.0,,1.8,,1.2,,2.4,,9.0,,23.0,,39.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-12-12,2021,12,12,,13.7,,1.7,,7.7,,10.3,,0.0,,9.0,,0.0,,9.0,,6.0,,23.0,,101.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2021-12-13,2021,12,13,,5.0,,1.1,,3.1,,14.9,,0.0,,0.4,,0.0,T,0.6,,0.0,T,28.0,,77.0,
